visit_id,product_ids
3771937429145256222,495403210 463480694 495403408 1228501633 463480497 463480553
3772201166022115349,463480539 463480227 489753829 463480226 463480255 489734604
3772450308447273156,495403168 463480474 463480342 463480242 463480482 495400618
3772656806051446948,495401665 463480322 463480374 495401146 463480242 463480342
3773072033087750195,463480691 463480235 495401664 463480213 463480214 463480457
3773147652546363539,463480242 463480497 463480322 463480553 463480493 463480221
3773228769855668495,495403408 463480497 1228501633 463480553 495256593 495399934
3773418913838137632,495403143 495403408 495401665 463480355 463480358 495401146
3773450410035773508,495399700 495399696 489753829 463480464 463480539 489734604
3773875158076358737,463480255 463480466 463480256 489734604 463480465 463480464
3773942523050328316,463480539 489753829 463480466 463480227 463480226 463480255
3774423203528310897,463480691 463480210 463480213 495493945 463480665 463480429
3774456780861473027,1228501633 463480471 463480227 489753829 463480226 463480255
3774766798438924340,463480589 463480683 463480379 495403163 463480699 495403168
3774796957153755412,495266185 495277303 495277293 495403982 495404008 463480483
3774879217078763672,463480221 463480322 463480242 463480342 463480497 463480553
3774959670657024083,463480563 463480342 495253660 463480322 463480693 463480242
3775167642045251801,495369801 463480389 463480392 463480396 495370340 495368385
3775529871563554983,463480497 463480322 463480242 463480553 463480493 463480221
3776468496768565271,463480379 495403175 495403354 463480695 463480683 495403163
3777303629920206987,463480255 489734604 463480697 463480464 463480466 463480256
3777696104375386239,463480227 463480493 463480226 463480346 463480213 463480210
3777934136207736890,463480471 463480487 495402322 495402847 495402312 495402859
3778623268403282228,495488569 495369801 495370340 495402322 495402312 463480506
3779298420202668078,463480497 463480322 463480694 495251312 463480242 495253660
3779632433868570850,463480355 495401146 463480497 463480322 463480242 463480342
3779899963559641410,463480464 463480483 463480487 463480346 463480359 495404000
3782250382233960492,463480429 463480698 463480231 463480684 495363656 463480677
3784398148436754619,495277184 463480497 463480322 463480242 463480553 463480493
3785062343312670834,463480226 463480259 463480691 463480214 495404000 463480457
3786267586587263297,463480697 463480227 489753829 463480226 463480255 489734604
3787500572527296537,463480322 463480679 463480497 463480242 463480553 463480493
3788438333200007429,463480256 463480227 489753829 463480226 463480255 489734604
3788488963016360284,463480255 463480227 489753829 463480226 489734604 463480464
3788601437099917598,463480553 495399934 495400618 463480694 463480482 495259981
3788834648046174419,495250885 463480497 463480322 463480242 463480553 463480493
3789021057444479001,463480322 463480497 463480342 463480221 495251312 463480693
3789498328760451316,495250885 463480497 463480322 463480242 463480553 463480493
3789688305631625534,463480273 463480497 463480322 463480242 463480553 463480493
3790394678469197961,495400631 495255157 495264479 463480693 495400618 495402176
3790507601839259901,463480322 463480497 463480242 463480553 463480493 463480221
3790672348074999846,495277303 495277293 463480227 495400043 495277184 495277192
3792268551149584521,495400618 463480693 495402176 495261776 463480475 463480362
3792437289129607227,495400618 495402176 495401995 495402010 495402014 463480227
3792522947066069107,495399820 463480472 463480486 463480476 463480468 463480465
3792661702010994981,463480473 463480226 463480677 1228501633 463480493 463480227
3792785805328253001,463480539 495400618 495399934 463480697 463480464 463480256
3793080992794411344,495250885 463480497 463480322 463480242 463480553 463480493
3793086715419689246,495400618 463480694 495259981 463480693 463480342 495252594
3793699379031834790,463480693 463480342 495252594 463480242 495253660 463480472
3793825141179809795,463480240 463480227 489753829 463480226 463480255 489734604
3793828108923830386,463480240 463480227 463480465 463480472 463480476 463480464
3794464426004316230,463480322 495253660 463480221 495255645 463480468 463480467
3795529742580187154,495399934 463480539 463480466 495399912 495400631 489734604
3795650866140676233,495402176 495261776 463480475 463480362 495261546 495400631
3795761283875995818,463480693 495402254 495277303 495402258 495402176 489734604
3795944127760433351,495528509 495493336 495493945 463480259 463480655 495493530
3796145503295766799,463480242 495253660 463480472 463480235 495277614 463480225
3796183714055323969,463480342 463480242 495250885 463480497 463480679 495251312
3796228258691023108,463480242 463480482 463480342 495400618 463480466 495399700
3796953477312938158,463480475 463480362 495261546 495402176 495400631 495277192
3797134976321847366,463480467 463480677 463480465 463480464 489734604 463480256
3797213870071218488,463480563 463480322 463480697 463480493 495399820 463480221
3797350229830533316,463480482 463480242 463480342 495400618 463480466 495399700
3797354643765592111,463480237 463480482 463480487 463480227 463480488 463480236
3797890365986701369,463480342 495400618 463480466 495399700 495400314 495251659
3798220722638160029,463480240 463480227 489753829 463480226 463480255 489734604
3798472919795892398,495261546 463480362 495402176 495400631 495277192 495277303
3798816925696655567,463480242 463480497 463480322 463480553 463480493 463480221
3798876831093883151,463480472 463480235 495277614 463480225 495277303 463480691
3798991656172912848,463480553 463480497 463480322 463480242 463480493 463480221
3799078410781720727,1228501633 463480487 463480677 463480467 463480476 463480472
3799660533820424502,463480322 463480693 463480242 463480342 463480497 463480553
3799670590725423390,463480539 463480464 463480227 495400385 1228501633 495400314
3801414891247501423,463480553 463480322 463480693 463480497 463480242 463480493
3802854950043385908,495399946 495400612 463480255 463480256 489734604 463480465
3808639627655118931,495251312 463480563 463480322 463480497 463480242 495255645
3810108285356343548,463480694 463480679 495250885 495253324 495261546 463480322
3810952171407540547,463480255 463480227 495400314 495399700 495400385 495400341
3811014402041446476,463480242 463480497 463480322 463480553 463480493 463480221
3811120707679027366,495277614 463480225 463480691 495277303 463480235 495253660
3811415931759099938,463480497 463480694 463480679 463480322 463480689 463480221
3811990607414165721,489753829 463480227 463480226 463480255 489734604 463480464
3812019741962272942,495277192 495277303 495402268 495403354 463480693 495400612
3812073967820210370,495264005 463480497 463480322 463480242 463480553 463480493
3812084462912798775,463480225 463480429 495276951 495400939 495277614 495400618
3812114576326787096,495255157 463480371 495254783 495257134 495264803 463480696
3812170241418461337,495402176 495401995 495402010 495402014 463480227 489753829
3812383173973377310,495253660 463480342 495252594 463480457 495277293 463480693
3812788153324405009,463480693 463480322 495251312 495255645 463480553 463480242
3812847071518523394,463480693 463480553 463480225 495252594 463480695 495403354
3812891579975204963,495276976 495277303 495277184 495277192 495277293 495369801
3813420367897428244,463480227 463480256 463480464 463480539 463480237 489753829
3813544344594940144,463480322 463480693 495259981 463480221 463480273 463480497
3813548689661362432,495264774 495263729 495402176 495399700 495400631 495253324
3813845721028493446,463480477 463480213 463480691 463480214 463480457 495493336
3814125892366499901,463480226 463480240 463480227 489753829 463480255 489734604
3814658374919258140,463480695 495403354 495401138 495400612 495252594 463480694
3815154860213666063,463480693 463480486 495399820 489753829 495259981 463480482
3815225813771223193,463480468 463480475 463480447 463480446 495369801 495404035
3815250391958814958,495277303 489734604 463480255 463480482 463480356 463480515
3815892711017807973,495401138 495400612 495252594 463480694 463480543 463480237
3815930693306548510,463480486 495399820 489753829 495259981 463480482 463480693
3815930913395834946,495403354 495522303 495370340 463480693 463480691 463480429.0
3815981309884629122,463480694 463480693 463480695 495252594 495251659 495251097
3815987795589333286,463480256 463480227 489753829 463480226 463480255 489734604
3816035596676104518,463480346 495403982 463480240 463480227 463480465 463480226
3816073589558608030,463480468 463480227 489753829 463480226 463480255 489734604
3816216951081402481,495402254 495403168 495403326 463480694 495403354 495403165
3816224247425532054,489753829 495400618 463480697 463480464 463480255 463480466
3816553756474212650,495402176 495399700 495400631 495253324 495264803 495403168
3816619655569604629,463480563 495251312 495251659 495254783 463480497 463480679
3816884231028867358,495259981 463480482 463480693 463480497 463480359 463480225
3817065035398906052,495399719 495400043 1228501633 489753829 463480466 463480487
3817202106365116499,463480497 463480322 463480242 463480553 463480493 463480221
3817382476821823713,463480471 463480227 463480256 463480464 463480539 463480237
3817635293821403146,463480693 463480553 463480322 463480242 463480221 495253660
3818004289625784367,463480493 495260496 463480214 463480226 463480227 463480322
3818021589846851630,463480695 463480497 463480322 463480242 463480553 463480493
3818060145473356062,463480482 463480693 463480497 463480359 495259981 463480225
3818420610906456324,463480466 495399700 495400314 495251659 495252594 463480695
3818478478978973746,463480447 495265949 463480698 463480420 463480446 495488569
3818652703383093414,463480497 463480482 463480359 463480693 495259981 463480225
3818778788364288068,463480466 463480227 463480468 463480429.0 463480493.0 463480693.0
3818969739531386972,495528224 463480513 495403264 495508494 463480514 495528684
3819100654594687303,495399820 495400939 495401664 463480665 463480677 463480226
3820306860947800238,495400612 463480693 463480359 463480358 495402179 495402254
3820409398510485720,463480446 463480447 1228501633 463480493 463480359 463480665
3821555114881319097,463480497 463480694 495252594 495251659 495251097 495263416
3821759285067776227,463480362 463480695 463480553 495402268 495401997 463480322
3821988384799719750,463480240 495257134 495264479 463480493 463480497 463480322
3822435046324437085,463480665 463480372 463480359 463480350 495404012 463480346
3823455993533300855,463480242 463480497 463480322 463480553 463480493 463480221
3825635159759126851,463480563 463480641 463480497 463480322 463480242 463480553
3825757657704431684,495402258 495402014 495402176 495277303 495402268 495402254
3827102795983224878,495493945 463480213 463480214 463480691 463480235 463480457
3827427326679843047,463480322 463480497 463480242 463480553 463480493 463480221
3831273226504765542,463480221 463480493 463480543 495260496 463480226 495255157
3832757836971507921,463480225 463480429 463480224 463480223 495277614 463480481
3833626207961219259,463480696 463480273 463480497 463480242 463480342 463480322
3833967021982482589,463480322 463480694 463480342 463480679 463480641 463480242
3834390988783878199,463480359 495401664 495400939 463480665 463480224 463480493
3834660129690878028,463480693 463480359 463480358 495402179 495402254 463480696
3834936106681631028,463480429 463480224 495400939 495401664 463480665 495401138
3835592584818065559,489753829 463480227 463480226 463480255 489734604 463480464
3835672091311472907,463480563 463480242 463480342 463480497 463480553 463480679
3835731262690558223,463480693 495259981 463480225 495259045 489753829 495256989
3835827903500386548,463480466 495277192 495277293 495277184 489734604 495402176
3835961284333404350,463480539 495400635 495491650 463480457 463480359 463480697
3836045038022295821,463480429 463480225 463480224 463480223 495277614 463480481
3836151789825556590,463480221 463480553 463480273 463480497 463480242 463480342
3836194467864641742,463480493 489753829 463480240 463480543 495400939 495400618
3836863026813731074,463480497 463480273 463480242 463480342 463480322 463480493
3836497904343711773,489734604 463480255 463480482 463480356 463480515 463480227
3836919442449891379,1228501633 463480227 489753829 463480226 463480255 489734604
3837141121569390930,489753829 489734604 463480255 463480256 463480464 463480465
3837494047307989021,463480482 489734604 463480356 463480515 463480464 463480256
3837648941737312328,463480225 463480273 463480429 463480224 463480223 495277614
3837690473351217254,463480470 463480464 463480467 463480677 463480539 489753829
3837973873374789941,495277184 495277303 495277192 495277293 495369801 463480322
3838069069803421960,495253324 495261546 463480693 495251312 495252594 495255645
3838381230213300390,495259045 463480225 489753829 495256989 463480468 463480242
3838549216418857036,495402254 463480696 495255157 495264235 463480693 495401146
3838932082523898116,495400314 495251659 495252594 463480695 463480227 1231113729
3838940580507287783,495400314 463480696 495399934 495264235 495277184 463480381
3839784977260609755,463480497 463480679 463480242 463480553 463480322 463480342
3839849337331122366,463480457 463480359 463480211 463480439 495491592 495491405
3839937389657063453,463480322 463480693 463480553 463480497 463480242 495251312
3840058262502768848,495399700 495400631 495253324 495264803 495403168 495251097
3840226634378248329,463480693 495401146 463480408 495251659 495370340 495521342
3840830725775425812,463480468 463480487 463480227 463480464 463480256 489753829
3841009841151934506,463480429 463480225 463480224 463480223 495277614 463480481
3841081142384787630,463480408 495251659 495370340 495521342 463480694 463480693
3841200148765999410,489734604 463480227 489753829 463480539 463480237 495400043
3841356179849347150,463480322 463480553 463480695 463480342 463480679 463480497
3841527341881491758,463480214 463480211 463480493 463480226 463480346 463480213
3841746463964790810,495370340 463480693 463480691 463480699 495403168 495403326
3842117953876394281,1228501633 489753829 463480227 463480226 463480255 489734604
3842405230220935482,495521342 1526098025 463480694 495519413 463480404 495524064
3842434255226929289,495370340 463480694 495521342 463480693 495403408 495399934
3842567744861503638,463480484 463480356 495401665 495401146 495403408 463480683
3843120516142989419,495403143 463480683 463480699 463480589 463480374 463480356
3843303483393966334,463480227 489753829 463480226 463480255 489734604 463480464
3843401433259704482,463480227 489753829 463480226 463480255 489734604 463480464
3844376408688165064,489734604 489753829 463480255 463480697 463480464 463480256
3844803111220674566,463480665 463480372 463480359 463480350 495404012 463480346
3845390633674211428,463480694 463480695 463480693 495252594 495251659 495251097
3845498772035469478,495399934 495399966 495400618 489753829 463480464 495400385
3845692170022158491,1228501633 495399696 495399934 495400043 489753829 463480255
3846036590444937480,463480471 463480677 463480372 463480256 463480488 489734604
3846106863229730847,463480429 463480224 463480223 463480225 463480210 463480481
3846755064764432394,495253660 463480497 463480322 463480242 463480553 463480493
3847784446706319478,495401664 463480358 463480355 495400939 463480665 495401138
3848584186833666184,463480362 495252594 463480497 463480679 463480322 463480689
3849781641783279852,463480488 463480227 489753829 463480226 463480255 489734604
3853114916022255627,463480237 463480677 463480255 463480482 495400385 463480240
3853380804555833399,463480221 463480497 463480322 463480242 463480553 463480493
3854614981195595783,1228501633 463480227 489753829 463480226 463480255 489734604
3854872829522608472,463480471 463480488 463480227 489753829 463480226 463480255
3856299796370555140,463480488 463480464 463480539 463480677 463480467 489753829
3856457137746083900,463480255 463480497 463480322 463480242 463480553 463480493
3856614665958719818,495255645 495251659 495251312 495261776 463480497 463480553
3857798839057514705,463480477 463480474 463480476 463480677 495400618 495399820
3858099837673406540,495403408 495399934 495400385 495400618 495401146 495401665
3858630278257049805,495277192 495277303 463480210 495506138 463480370 495504580
3858893705531359263,463480224 463480429 463480225 463480223 495277614 463480481
3858989869820805321,495461626 463480227 489753829 463480226 463480255 489734604
3859238272561053822,463480493 463480487 463480227 489753829 463480226 463480255
3859239669532197135,463480242 495253660 463480221 495255157 463480693 463480694
3859590248314961958,463480493 463480497 463480322 463480242 463480553 463480221
3859771826465407079,463480516 463480392 463480389 463480684 495370340 463480429
3859888013738246429,463480493 463480543 495260496 463480226 463480214 463480227
3860228625724866887,463480227 463480493 463480226 463480346 463480213 463480210
3860825071353856029,463480693 463480497 463480322 463480242 463480553 463480493
3861091247442886942,495253660 463480221 495255157 463480693 463480694 463480385
3861384327294353586,495399934 495400385 495399946 495400618 463480697 495400631
3861805988957389086,495255157 463480693 495253660 463480694 463480385 463480381
3861833596987506862,495401146 495401665 495399934 495399820 495399700 495400385
3862376489789686079,463480225 463480429 463480223 463480210 463480224 463480481
3862777119685738611,463480447 463480227 463480236 463480464 463480488 495400618
3862824353265615134,463480693 495253660 463480694 463480385 463480381 495265868
3862848223467536605,495260496 463480543 463480221 463480226 495255157 463480240
3862867271312998701,463480677 463480465 463480493 463480226 463480346 463480213
3862934149010817317,463480362 463480497 463480322 463480242 463480553 463480493
3862976945559175400,463480452 463480497 463480322 463480242 463480553 463480493
3863184166245105694,463480359 463480355 463480356 463480358 495400939 495401665
3863236518535757944,463480694 495277184 463480429.0 463480493.0 463480693.0 495400618.0
3863559705506873559,495399820 495400341 495400635 463480475 495399912 463480473
3863934103308468566,463480227 489753829 463480539 463480464 489734604 463480466
3864004575300157711,463480694 463480385 463480381 495265868 463480698 463480225
3865054591119786229,463480699 463480683 463480589 463480374 463480356 463480379
3865779008363823376,463480696 463480497 463480322 463480242 463480553 463480493
3865911454652170423,495265868 463480694 463480385 463480698 463480225 463480221
3866132029077979369,463480385 463480698 463480225 463480221 495264235 495264589
3866187347822903362,463480693 463480497 463480322 463480242 463480553 463480493
3866557785568969008,1228501633 463480679 463480242 463480497 463480342 463480322
3866995617069531314,495276951 463480228 463480356 495529087 463480514 463480355
3867093531065319566,463480213 463480214 463480691 463480235 463480457 463480359
3867152620122014013,463480696 495264589 463480497 463480322 463480242 463480553
3867846384208838697,463480322 463480497 463480242 463480553 463480493 463480221
3869164655395471645,463480539 463480227 489753829 463480226 463480255 489734604
3869541425462903013,463480481 495403982 463480214 463480691 463480235 463480665
3870004871945781588,463480346 495401895 463480493 495401138 495400939 463480466
3870277786569277676,463480256 463480497 463480322 463480242 463480553 463480493
3871004899170844993,463480240 489734604 463480697 463480464 463480255 463480466
3874461396222083258,495493945 463480210 463480350 495404012 495404000 495403990
3878885776997220585,495403326 463480356 463480693 495252594 463480221 495261776
3879306345252651134,463480362 463480695 463480342 463480322 463480242 495255645
3879354635514282282,463480346 495403982 463480483 463480359 495404000 495403990
3879767917983694864,495400618 495399700 495399696 495399934 495400043 463480256
3880257855150096560,495255645 495400612 495401995 495402022 495402254 463480221
3880610489748947254,495400385 495400618 495399696 463480697 495399934 489734604
3881353893175885832,489734604 463480255 463480227 489753829 463480226 463480464
3881393288591180025,495400612 495400618 495400385 1228501633 495400576 489753829
3881516793247039517,463480273 463480497 463480322 463480242 463480553 463480493
3881560843425677593,463480470 489753829 463480227 463480539 463480464 489734604
3881801373591273788,463480653 495493945 463480346 463480483 463480359 495404000
3882061731160391696,463480694 495252594 463480693 495399934 463480697 495400939
3882213557729493248,489753829 463480227 463480226 463480255 489734604 463480464
3882375284353925250,495265942 463480381 463480228 495277303 495369801 495277184
3882450369944223828,463480694 463480273 463480497 463480242 463480342 463480322
3882980876836143400,463480273 463480696 495251312 495253324 463480693 463480221
3883084096462913883,463480242 463480322 495252594 463480497 463480553 463480493
3883168059326726453,463480493 495493945 463480429 463480452 495400939 463480359
3883332672184648006,463480221 463480273 463480696 463480553 463480563 463480679
3883346778583466142,463480543 463480497 463480322 463480242 463480553 463480493
3883458483933937982,495399966 495400635 463480472 463480473 463480475 463480226
3883984118302900387,495367696 463480381 463480694 495252594 495251659 495251097
3884177553804230844,463480693 495399934 463480694 463480697 495400939 495401664
3884235125028290793,463480221 495261776 463480225 495399934 463480342 495255645
3884699886233059502,463480553 463480563 463480679 495264235 495264589 495264479
3884743610427507005,463480322 495252594 463480497 463480242 463480553 463480493
3884909737078423785,495261776 495399934 463480342 495255645 463480695 495264235
3884946493831905456,495401664 495252594 463480346 495403982 495403168 463480695
3885719179427053608,463480475 463480227 489753829 463480226 463480255 489734604
3885909353301803220,463480322 463480553 463480497 463480242 463480493 463480221
3886240874834428079,463480235 463480429.0 463480493.0 463480693.0 495400618.0 463480497.0
3886296385442807974,495400612 495399946 495461626 463480677 1228501633 463480493
